event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs,forms_list,has_to_t,has_to_i,has_14d9,has_file_num,mvp_event_type_provisional,in_mvp_core,in_mvp_preferred,in_mvp_stretch,amendment_eval_band
005-91575,30,17,15,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['POINT Biopharma Global Inc.'],POINT Biopharma Global Inc.,['0000059478' '0001811764'],0000059478,[],2023-10-13,2023-12-26,74,13,17,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91578,15,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Pandion Therapeutics, Inc.']","Pandion Therapeutics, Inc.",['0000064978' '0001807901'],0000064978,[],2021-03-04,2021-04-01,28,9,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91586,19,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Inozyme Pharma, Inc.']","Inozyme Pharma, Inc.",['0001048477' '0001693011'],0001048477,['INZY'],2025-06-02,2025-07-01,29,10,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91596,16,5,3,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['iTeos Therapeutics, Inc.']","iTeos Therapeutics, Inc.",['0001808865' '0001970065'],0001808865,['ITOS'],2025-08-01,2025-08-29,28,11,5,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91599,31,13,10,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['Vasta Platform Ltd'],Vasta Platform Ltd,['0001792829' '0001844123'],0001792829,['VSTA'],2025-09-17,2025-12-11,85,18,13,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91606,23,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Poseida Therapeutics, Inc.']","Poseida Therapeutics, Inc.",['0000904566' '0001661460'],0000904566,['PSTX'],2024-12-09,2025-01-08,30,13,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91617,18,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Checkmate Pharmaceuticals, Inc.']","Checkmate Pharmaceuticals, Inc.",['0000872589' '0001651431'],0000872589,[],2022-05-02,2022-05-31,29,10,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91630,27,13,11,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['CureVac N.V.'],CureVac N.V.,['0001776985' '0001809122'],0001776985,['CVAC'],2025-10-21,2025-12-18,58,14,13,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91658,79,16,13,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Global Blue Group Holding AG'],Global Blue Group Holding AG,['0001794669' '0001799983'],0001794669,['GB' 'GB-WT' 'GBGWF'],2025-02-18,2025-07-03,135,63,16,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-91779,24,11,8,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,['Paya Holdings Inc.'],Paya Holdings Inc.,['0001765159' '0001819881'],0001765159,[],2021-08-13,2023-02-22,558,13,11,"['SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-91822,15,4,2,2,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['MediaAlpha, Inc.']","MediaAlpha, Inc.",['0000776867' '0001818383'],0000776867,['MAX'],2023-05-26,2023-06-30,35,11,4,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-91857,39,10,7,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['Science 37 Holdings, Inc.']","Science 37 Holdings, Inc.",['0001819113' '0002008155'],0001819113,[],2023-04-03,2024-03-12,344,29,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-91893,20,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Kinnate Biopharma Inc.'],Kinnate Biopharma Inc.,['0000791908' '0001797768'],0000791908,[],2024-03-04,2024-04-03,30,13,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92011,25,13,10,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['GreenLight Biosciences Holdings, PBC']","GreenLight Biosciences Holdings, PBC",['0001675025' '0001822691' '0001979560'],0001675025,[],2023-06-21,2023-07-20,29,12,13,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92039,14,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['PhenomeX Inc.'],PhenomeX Inc.,['0001109354' '0001689657'],0001109354,[],2023-08-31,2023-09-29,29,8,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92141,16,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Lufax Holding Ltd'],Lufax Holding Ltd,['0001816007' '0001844293'],0001816007,['LU'],2024-09-27,2024-10-28,31,10,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92176,16,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Kronos Bio, Inc.']","Kronos Bio, Inc.",['0001741830' '0002068065'],0001741830,['KRON'],2025-05-15,2025-06-20,36,10,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92195,17,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Sigilon Therapeutics, Inc.']","Sigilon Therapeutics, Inc.",['0000059478' '0001821323'],0000059478,[],2023-07-13,2023-08-10,28,9,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92302,17,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Decibel Therapeutics, Inc.']","Decibel Therapeutics, Inc.",['0000872589' '0001656536'],0000872589,[],2023-08-25,2023-09-25,31,9,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92379,26,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Longboard Pharmaceuticals, Inc.']","Longboard Pharmaceuticals, Inc.",['0001206828' '0001832168'],0001206828,['LBPH'],2024-10-30,2024-11-29,30,17,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92425,27,14,12,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['LAVA Therapeutics NV'],LAVA Therapeutics NV,['0000791908' '0001840748'],0000791908,['LVTX'],2025-08-15,2025-11-21,98,13,14,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92481,30,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['VectivBio Holding AG'],VectivBio Holding AG,['0001446847' '0001836379'],0001446847,[],2023-05-31,2023-06-29,29,20,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92501,23,9,6,3,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Rain Oncology Inc.'],Rain Oncology Inc.,['0001724979' '0001967854'],0001724979,[],2023-12-14,2024-01-26,43,14,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92513,83,29,27,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['PETROTEQ ENERGY INC.'],PETROTEQ ENERGY INC.,['0001561180' '0001888790'],0001561180,['PQEFF'],2021-10-25,2022-08-30,309,54,29,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92543,25,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Tourmaline Bio, Inc.']","Tourmaline Bio, Inc.",['0001114448' '0001827506'],0001114448,['TRML'],2025-09-29,2025-10-28,29,17,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92605,17,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Verve Therapeutics, Inc.']","Verve Therapeutics, Inc.",['0000059478' '0001840574'],0000059478,['VERV'],2025-06-25,2025-07-24,29,9,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92647,13,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Akili, Inc.']","Akili, Inc.",['0001850266' '0002023820'],0001850266,[],2024-06-03,2024-07-02,29,9,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92657,13,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Elevation Oncology, Inc.']","Elevation Oncology, Inc.",['0001783032' '0002070890'],0001783032,['ELEV'],2025-06-23,2025-07-23,30,9,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92697,17,7,5,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Imago BioSciences, Inc.']","Imago BioSciences, Inc.",['0000064978' '0001623715'],0000064978,[],2022-12-12,2023-01-11,30,10,7,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92771,23,11,9,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Icosavax, Inc.']","Icosavax, Inc.",['0000901832' '0001786255'],0000901832,[],2023-12-27,2024-02-21,56,12,11,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92842,9,3,1,2,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['DoubleDown Interactive Co., Ltd.']","DoubleDown Interactive Co., Ltd.",['0001464790' '0001799567'],0001464790,['DDI'],2021-09-23,2021-10-26,33,6,3,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-92879,18,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['DICE Therapeutics, Inc.']","DICE Therapeutics, Inc.",['0000059478' '0001645569'],0000059478,[],2023-06-30,2023-08-09,40,10,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-92944,20,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Theseus Pharmaceuticals, Inc.']","Theseus Pharmaceuticals, Inc.",['0001745020' '0002004484'],0001745020,[],2024-01-09,2024-02-14,36,12,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93049,19,11,9,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['2seventy bio, Inc.']","2seventy bio, Inc.",['0000014272' '0001860782'],0000014272,['TSVT'],2025-04-14,2025-05-13,29,8,11,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93096,10,1,0,1,False,['SC TO-T'],['third_party_tender'],third_party_tender,"['Paloma VI Merger Sub, Inc.']","Paloma VI Merger Sub, Inc.",['0001895996'],0001895996,[],2021-11-29,2021-11-29,0,9,1,['SC TO-T'],True,False,False,True,tender_offer,True,False,False,out_of_mvp
005-93142,47,12,9,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['PARDES BIOSCIENCES, INC.']","PARDES BIOSCIENCES, INC.",['0001822711' '0001822712'],0001822711,[],2023-07-28,2023-08-31,34,35,12,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93228,22,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['CinCor Pharma, Inc.']","CinCor Pharma, Inc.",['0000901832' '0001868734'],0000901832,[],2023-01-23,2023-02-24,32,12,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93248,6,2,1,1,True,['SC TO-T' 'SC TO-T/A'],['third_party_tender'],third_party_tender,['ITRONICS INC'],ITRONICS INC,['0000825203' '0001870412'],0000825203,[],2022-01-19,2022-03-21,61,4,2,"['SC TO-T', 'SC TO-T/A']",True,False,False,True,tender_offer,True,False,False,simple
005-93254,6,2,1,1,True,['SC TO-T' 'SC TO-T/A'],['third_party_tender'],third_party_tender,['NanoFlex Power Corp'],NanoFlex Power Corp,['0001571636' '0001870412'],0001571636,[],2022-01-19,2022-03-21,61,4,2,"['SC TO-T', 'SC TO-T/A']",True,False,False,True,tender_offer,True,False,False,simple
005-93284,8,4,2,2,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['alpha-En Corp'],alpha-En Corp,['0001023298' '0001870412'],0001023298,[],2022-01-28,2022-03-31,62,4,4,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-93360,97,37,35,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Olink Holding AB'],Olink Holding AB,['0000097745' '0001835539'],0000097745,['publ'],2023-10-31,2024-07-17,260,60,37,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93373,18,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Thorne Healthtech, Inc.']","Thorne Healthtech, Inc.",['0001844280' '0001992140'],0001844280,[],2023-09-14,2023-10-13,29,12,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-93379,28,5,3,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Pathfinder Acquisition Corp'],Pathfinder Acquisition Corp,['0001839132' '0001951230'],0001839132,['MVLA'],2022-11-10,2023-01-06,57,23,5,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-93392,23,10,8,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Home Point Capital Inc.'],Home Point Capital Inc.,['0000933136' '0001830197'],0000933136,[],2023-05-26,2023-08-01,67,13,10,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93410,76,18,14,4,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['Squarespace, Inc.']","Squarespace, Inc.",['0001496963' '0002037259'],0001496963,['SQSP'],2024-06-17,2024-10-17,122,58,18,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93414,54,19,16,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,['Getnet Adquirencia E Servicos Para Meios De Pagamento S.A. - Instituicao De Pagamento'],Getnet Adquirencia E Servicos Para Meios De Pagamento S.A. - Instituicao De Pagamento,['0001867325' '0001906217'],0001867325,[],2022-10-31,2023-02-10,102,35,19,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93461,21,9,7,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Miromatrix Medical Inc.'],Miromatrix Medical Inc.,['0001082554' '0001527096'],0001082554,[],2023-11-13,2023-12-13,30,12,9,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93640,15,4,2,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['HilleVax, Inc.']","HilleVax, Inc.",['0000791908' '0001888012'],0000791908,['HLVX'],2025-08-18,2025-09-17,30,11,4,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-93677,41,19,16,3,True,['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['going_private' 'target_recommendation' 'third_party_tender'],mixed,"['Aspen Technology, Inc.']","Aspen Technology, Inc.",['0000032604' '0001897982'],0000032604,['AZPN'],2025-02-10,2025-03-12,30,22,19,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93845,45,16,14,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['MariaDB plc'],MariaDB plc,['0001929589' '0002020235'],0001929589,['MRDB'],2024-05-24,2024-07-24,61,29,16,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-93922,39,16,11,5,True,"['SC 13E3' 'SC 13E3/A' 'SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A'
 'SC TO-T' 'SC TO-T/A']","['going_private' 'issuer_tender' 'target_recommendation'
 'third_party_tender']",mixed,['Allego N.V.'],Allego N.V.,['0001874474' '0001961962'],0001874474,['ALLG' 'ALLGF'],2023-08-25,2024-08-01,342,23,16,"['SC 13E3', 'SC 13E3/A', 'SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-94072,45,15,7,8,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['Moody National REIT II, Inc.']","Moody National REIT II, Inc.",['0001615222' '0001726993'],0001615222,[],2023-06-12,2024-06-25,379,30,15,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-94123,14,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Turnstone Biologics Corp.'],Turnstone Biologics Corp.,['0000791908' '0001764974'],0000791908,['TSBX'],2025-07-11,2025-08-11,31,8,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-94159,19,8,6,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['RayzeBio, Inc.']","RayzeBio, Inc.",['0000014272' '0001825367'],0000014272,[],2024-01-25,2024-02-23,29,11,8,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,complex
005-94183,23,7,5,2,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,['Almacenes Exito S.A.'],Almacenes Exito S.A.,['0001957146' '0001997390'],0001957146,['EXTO'],2023-12-18,2024-02-02,46,16,7,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-94193,50,18,12,6,True,['SC 14D9' 'SC 14D9/A' 'SC TO-I' 'SC TO-I/A' 'SC TO-T' 'SC TO-T/A'],['issuer_tender' 'target_recommendation' 'third_party_tender'],mixed,"['Lightstone Value Plus REIT II, Inc.']","Lightstone Value Plus REIT II, Inc.",['0001436975' '0001997952'],0001436975,[],2023-11-07,2024-06-25,231,33,17,"['SC 14D9', 'SC 14D9/A', 'SC TO-I', 'SC TO-I/A', 'SC TO-T', 'SC TO-T/A']",True,True,True,True,tender_offer,True,True,False,complex
005-94225,17,6,4,2,True,['SC 14D9' 'SC 14D9/A' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['CARGO Therapeutics, Inc.']","CARGO Therapeutics, Inc.",['0001966494' '0001970065'],0001966494,['CRGX'],2025-07-21,2025-08-19,29,11,6,"['SC 14D9', 'SC 14D9/A', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-94274,28,10,4,6,True,['SC 14D9' 'SC TO-T' 'SC TO-T/A'],['target_recommendation' 'third_party_tender'],mixed,"['NorthStar Healthcare Income, Inc.']","NorthStar Healthcare Income, Inc.",['0001503707' '0001726993'],0001503707,['NHHS'],2024-01-08,2024-12-13,340,18,10,"['SC 14D9', 'SC TO-T', 'SC TO-T/A']",True,False,True,True,tender_offer,True,True,False,simple
005-94596,11,1,0,1,False,['SC TO-T'],['third_party_tender'],third_party_tender,['Pharmacosmos A/S'],Pharmacosmos A/S,['0002032940'],0002032940,[],2024-08-20,2024-08-20,0,10,1,['SC TO-T'],True,False,False,True,tender_offer,True,False,False,out_of_mvp
